1000	15.62500000	500.99900	1000	1
2000	39.06250000	1001.00200	2000	1
3000	26.04166667	1501.00533	3000	2
4000	42.96875000	2000.99875	4000	1
5000	53.12500000	2500.99580	5000	2
6000	49.47916667	3001.00517	6000	2
7000	53.57142857	3501.00086	7000	1
8000	64.45312500	4001.00063	8000	1
9000	128.47222222	4501.00311	9000	1
10000	132.81250000	5000.99720	10000	1
