1000	15.62500000	500.50000	1000	1
2000	15.62500000	1000.50000	2000	1
3000	26.04166667	1500.50000	3000	1
4000	31.25000000	2000.50000	4000	1
5000	37.50000000	2500.50000	5000	1
6000	46.87500000	3000.50000	6000	1
7000	49.10714286	3500.50000	7000	1
8000	105.46875000	4000.50000	8000	1
9000	128.47222222	4500.50000	9000	1
10000	135.93750000	5000.50000	10000	1
