1000	0.00000000	9.76700	10	1
2000	0.00000000	10.78600	11	1
3000	0.00000000	11.53500	12	1
4000	0.00000000	11.72975	12	1
5000	0.00000000	12.21640	13	1
6000	0.02604167	12.29150	13	1
7000	0.02232143	12.80614	13	1
8000	0.01953125	12.85013	13	1
9000	0.01736111	13.38556	14	1
10000	0.03125000	13.47160	14	1
