1000	15.62500000	500.50000	1000	1
2000	31.25000000	1000.50000	2000	1
3000	26.04166667	1500.50000	3000	1
4000	27.34375000	2000.50000	4000	1
5000	28.12500000	2500.50000	5000	1
6000	44.27083333	3000.50000	6000	1
7000	46.87500000	3500.50000	7000	1
8000	54.68750000	4000.50000	8000	1
9000	65.97222222	4500.50000	9000	1
10000	128.12500000	5000.50000	10000	1
